DATA,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINAS DE SÃO DOMINGOS (27M/02U),,MINDE (16E/02G),,MINDE (16E/02G),,MINDE (16E/02G),,MINDE (16E/02G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MIUZELA (10O/03G),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOGADOURO (05Q/03UG),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOIMENTA DA RAIA (02P/01C),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHO DO BREJO REDONDO (FLOR BREJO) (28E/01G),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,MOINHOLA (22F/03C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
21/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22.25,(vau),,,
22/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22.25,(vau),,,
23/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21.6,(vau),,,
24/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.25,(vau),,,
25/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.4,(vco),,,,,,,,,,,,,,,0,(vco),18.85,(vau),,,
26/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20,(vau),,,
27/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22.25,(vau),,,
28/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.1,(vau),,,
29/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22.25,(vau),,,
30/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.75,(vau),,,
31/08/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22.35,(vau),,,
01/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),24.5,(vau),,,
02/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),23.25,(vau),,,
03/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),23.25,(vau),,,
04/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),23.75,(vau),,,
05/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),23,(vau),,,
06/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21.25,(vau),,,
07/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.75,(vau),,,
08/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.7,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21.5,(vau),,,
09/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,1.8,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22.25,(vau),,,
10/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),25.5,(vau),,,
11/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),24.25,(vau),,,
12/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),23,(vau),,,
13/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,7.5,(vco),,,,,,,,,,,,,,,0,(vco),24.5,(vau),,,
14/09/1985 09:00,,,,,,,,,,,7.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),25.75,(vau),,,
15/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),27,(vau),,,
16/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),24,(vau),,,
17/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.85,(vau),,,
18/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21.6,(vau),,,
19/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.85,(vau),,,
20/09/1985 09:00,,,,,,,,,,,1.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21,(vau),,,
21/09/1985 09:00,,,,,,,,,,,3.1,(vco),,,,,,,3,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0.6,(vco),19.75,(vau),,,
22/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),19.75,(vau),,,
23/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),19.5,(vau),,,
24/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),19.5,(vau),,,
25/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20,(vau),,,
26/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22,(vau),,,
27/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),22,(vau),,,
28/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21,(vau),,,
29/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),24.25,(vau),,,
30/09/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),25,(vau),,,
01/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,2.5,(vco),,,,,,,2,(vco),,,,,,,,,,,,,,,0,(vco),24.1,(vau),,,
02/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),18.25,(vau),,,
03/10/1985 09:00,,,,,,,,,,,3,(vco),,,,,,,0.8,(vco),,,,,,,1.2,(vco),,,,,,,1.8,(vco),,,,,,,,,,,,,,,0.3,(vco),19.5,(vau),,,
04/10/1985 09:00,,,,,,,,,,,5.4,(vco),,,,,,,4,(vco),,,,,,,3.3,(vco),,,,,,,8.7,(vco),,,,,,,,,,,,,,,1.3,(vco),19.5,(vau),,,
05/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,3.1,(vco),,,,,,,,,,,,,,,0,(vco),15.75,(vau),,,
06/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),16,(vau),,,
07/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),17.5,(vau),,,
08/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),18.25,(vau),,,
09/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),16.25,(vau),,,
10/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),19.1,(vau),,,
11/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.75,(vau),,,
12/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21.1,(vau),,,
13/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.85,(vau),,,
14/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.6,(vau),,,
15/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),18.5,(vau),,,
16/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),18.75,(vau),,,
17/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),17.5,(vau),,,
18/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),19,(vau),,,
19/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),17.1,(vau),,,
20/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),16.6,(vau),,,
21/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),17.25,(vau),,,
22/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),16.85,(vau),,,
23/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),16.85,(vau),,,
24/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),16.25,(vau),,,
25/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.25,(vau),,,
26/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14,(vau),,,
27/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.25,(vau),,,
28/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.1,(vau),,,
29/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14.5,(vau),,,
30/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),14,(vau),,,
31/10/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),13.25,(vau),,,
01/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
02/11/1985 09:00,,,,,,,,,,,38,(vco),,,,,,,14.6,(vco),,,,,,,7.5,(vco),,,,,,,2.9,(vco),,,,,,,,,,,,,,,11,(vco),,,,,
03/11/1985 09:00,,,,,,,,,,,2.3,(vco),,,,,,,4.4,(vco),,,,,,,2,(vco),,,,,,,4.9,(vco),,,,,,,,,,,,,,,1.5,(vco),,,,,
04/11/1985 09:00,,,,,,,,,,,80,(vco),,,,,,,15,(vco),,,,,,,17,(vco),,,,,,,28,(vco),,,,,,,,,,,,,,,11.3,(vco),,,,,
05/11/1985 09:00,,,,,,,,,,,13.3,(vco),,,,,,,10.6,(vco),,,,,,,7.3,(vco),,,,,,,19,(vco),,,,,,,,,,,,,,,27.5,(vco),,,,,
06/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,9.6,(vco),,,,,,,4.7,(vco),,,,,,,16.4,(vco),,,,,,,,,,,,,,,3.8,(vco),,,,,
07/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,7.9,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
08/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0.4,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
09/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,4.4,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
10/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,44.9,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
11/11/1985 09:00,,,,,,,,,,,23,(vco),,,,,,,3.2,(vco),,,,,,,14,(vco),,,,,,,3.4,(vco),,,,,,,,,,,,,,,0.5,(vco),,,,,
12/11/1985 09:00,,,,,,,,,,,18.5,(vco),,,,,,,50.8,(vco),,,,,,,20,(vco),,,,,,,13.2,(vco),,,,,,,,,,,,,,,6.4,(vco),,,,,
13/11/1985 09:00,,,,,,,,,,,1,(vco),,,,,,,0.4,(vco),,,,,,,2,(vco),,,,,,,2.3,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
14/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
15/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
16/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
17/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
18/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
19/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
20/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
21/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
22/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
23/11/1985 09:00,,,,,,,,,,,1,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
24/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
25/11/1985 09:00,,,,,,,,,,,1.5,(vco),,,,,,,0.2,(vco),,,,,,,1,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,8.2,(vco),,,,,
26/11/1985 09:00,,,,,,,,,,,32,(vco),,,,,,,13.8,(vco),,,,,,,9.5,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,,,27,(vco),,,,,
27/11/1985 09:00,,,,,,,,,,,12.6,(vco),,,,,,,3.3,(vco),,,,,,,6.5,(vco),,,,,,,3.4,(vco),,,,,,,,,,,,,,,8.5,(vco),,,,,
28/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
29/11/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0.7,(vco),,,,,,,,,,,,,,,0,(vco),,,,,
30/11/1985 09:00,,,,,,,,,,,15,(vco),,,,,,,0.2,(vco),,,,,,,1.9,(vco),,,,,,,29.2,(vco),,,,,,,,,,,,,,,3.2,(vco),,,,,
01/12/1985 09:00,,,,,,,,,,,3.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,5.9,(vco),,,,,,,,,,,,,,,0,(vco),19.35,(vau),,,
02/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),21.75,(vau),,,
03/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),20.35,(vau),,,
04/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),19.75,(vau),,,
05/12/1985 09:00,,,,,,,,,,,21,(vco),,,,,,,12.4,(vco),,,,,,,17.4,(vco),,,,,,,34,(vco),,,,,,,,,,,,,,,8.3,(vco),16.25,(vau),,,
06/12/1985 09:00,,,,,,,,,,,3.2,(vco),,,,,,,2.2,(vco),,,,,,,5.8,(vco),,,,,,,1.8,(vco),,,,,,,,,,,,,,,0,(vco),15.95,(vau),,,
07/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0.3,(vco),,,,,,,0,(vco),,,,,,,1,(vco),,,,,,,,,,,,,,,0,(vco),7.25,(vau),,,
08/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,1.3,(vco),,,,,,,5.8,(vco),,,,,,,8.5,(vco),,,,,,,,,,,,,,,18.7,(vco),6.75,(vau),,,
09/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0.5,(vco),,,,,,,0,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,,,1.1,(vco),6.15,(vau),,,
10/12/1985 09:00,,,,,,,,,,,2.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,,,0.5,(vco),9.25,(vau),,,
11/12/1985 09:00,,,,,,,,,,,11.7,(vco),,,,,,,0,(vco),,,,,,,1.8,(vco),,,,,,,5.4,(vco),,,,,,,,,,,,,,,12.3,(vco),11.15,(vau),,,
12/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),5.85,(vau),,,
13/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6.25,(vau),,,
14/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),8,(vau),,,
15/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),9.05,(vau),,,
16/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),8.7,(vau),,,
17/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6.6,(vau),,,
18/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6.8,(vau),,,
19/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),7.75,(vau),,,
20/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),8.55,(vau),,,
21/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),9.7,(vau),,,
22/12/1985 09:00,,,,,,,,,,,30,(vco),,,,,,,16.8,(vco),,,,,,,11,(vco),,,,,,,16.8,(vco),,,,,,,,,,,,,,,18.7,(vco),11.55,(vau),,,
23/12/1985 09:00,,,,,,,,,,,6,(vco),,,,,,,4.7,(vco),,,,,,,2.9,(vco),,,,,,,6.5,(vco),,,,,,,,,,,,,,,3.2,(vco),10.55,(vau),,,
24/12/1985 09:00,,,,,,,,,,,21,(vco),,,,,,,8.3,(vco),,,,,,,9,(vco),,,,,,,34.5,(vco),,,,,,,,,,,,,,,1.4,(vco),11,(vau),,,
25/12/1985 09:00,,,,,,,,,,,19,(vco),,,,,,,12.2,(vco),,,,,,,20,(vco),,,,,,,40.8,(vco),,,,,,,,,,,,,,,21.9,(vco),13.95,(vau),,,
26/12/1985 09:00,,,,,,,,,,,6.3,(vco),,,,,,,2.4,(vco),,,,,,,5.9,(vco),,,,,,,20.2,(vco),,,,,,,,,,,,,,,5.2,(vco),11.4,(vau),,,
27/12/1985 09:00,,,,,,,,,,,15.8,(vco),,,,,,,7.3,(vco),,,,,,,11.9,(vco),,,,,,,39,(vco),,,,,,,,,,,,,,,15.9,(vco),12.35,(vau),,,
28/12/1985 09:00,,,,,,,,,,,28,(vco),,,,,,,20,(vco),,,,,,,34.6,(vco),,,,,,,31.4,(vco),,,,,,,,,,,,,,,9.5,(vco),9.7,(vau),,,
29/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,6.7,(vco),8.8,(vau),,,
30/12/1985 09:00,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),6.45,(vau),,,
31/12/1985 09:00,,,,,,,,,,,3.5,(vco),,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,3.8,(vco),,,,,,,,,,,,,,,1,(vco),7.15,(vau),,,
01/01/1986 09:00,,,,,,,,,,,6,(vco),,,,,,,0.8,(vco),,,,,,,2,(vco),,,,,,,14.4,(vco),,,,,,,,,,,,,,,1.5,(vco),14.25,(vau),,,
02/01/1986 09:00,,,,,,,,,,,15.2,(vco),,,,,,,5.8,(vco),,,,,,,10.8,(vco),,,,,,,14.7,(vco),,,,,,,,,,,,,,,6.2,(vco),12.15,(vau),,,
03/01/1986 09:00,,,,,,,,,,,18.5,(vco),,,,,,,8.6,(vco),,,,,,,9.4,(vco),,,,,,,18.4,(vco),,,,,,,,,,,,,,,4,(vco),8.75,(vau),,,
